Key Values,LineNumber,SourceName,M_NB,M_QTY_INDEX,M_TP_BUY,CURRENCY,INSTRUMENT,TRN_STATUS,TRN_FMLY,TRN_GRP,TRN_TYPE,PORTFOLIO,M_PL_CGR2,M_PL_CGRA2,M_PL_CGU2,M_PL_CGUA2,M_PL_CSFCP2,M_PL_CSFI2,M_PL_CSFR2,M_PL_CSFRV2,M_PL_CSNF2,M_PL_CSNFCP2,M_PL_CSNFR2,M_PL_CSNFRV2,M_PL_FE2,M_PL_FEFI2,M_PL_FMV2,M_PL_FMVCL2,M_PL_FPFCP2,M_PL_FPFRV2,M_PL_FPNFCP2,M_PL_FPNFRV2,M_PL_FTFI2,M_PL_INSCUR,M_PL_KEY1,M_PL_MVFCP2,M_PL_MVFRV2,M_PL_MVNFCP2,M_PL_MVNFRV2,M_PL_NFMV2,M_PL_NFMVCL2,M_PL_RVR2,M_PL_RVRA2,M_PL_RVU2,M_PL_RVUA2,M_PLIRDACC12,M_PLIRDACC22,M_PLIRDACS12,M_PLIRDACS22,M_PLIRDCUR1,M_PLIRDCUR2,M_PLIRDFPV12,M_PLIRDFPV22,M_RSKSECTION,M_TP_TYPE
65363787,5669,MX 3.1,65363787,0,B,USD,CBT TNOTE 5YR,DEAD,IRD,LFUT,   ,BBBBHK IRDEXO CK,49023.4375,49023.4375,0,0,49041.33076,17.893261,49041.33076,0,49023.4375,49023.4375,-42773.4375,0,-61.5,-0.024981,0,0,0,0,0,0,0,USD,CBT     18720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 5YR,11spaces, 
64089143,5649,MX 2.1,64089143,0,B,USD,CBT TNOTE 5YR,DEAD,IRD,LFUT,   ,BBBBHK FITRA,1074.21875,1074.21875,0,0,1074.867504,0.648754,1074.867504,0,1074.21875,1074.21875,1074.21875,0,-35.75,-0.021759,0,0,0,0,0,0,0,USD,CBT     18032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 5YR,11spaces, 
64089143,5649,MX 3.1,64089143,0,B,USD,CBT TNOTE 5YR,DEAD,IRD,LFUT,   ,BBBBHK FITRA,-488.28125,-488.28125,0,0,-488.568755,-0.287505,-488.568755,0,-488.28125,-488.28125,-6152.34375,0,-35.75,-0.021759,0,0,0,0,0,0,0,USD,CBT     18032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 5YR,11spaces, 
63213093,5634,MX 2.1,63213093,0,B,USD,CBT TNOTE 5YR,DEAD,IRD,LFUT,   ,BBBBHK FITRA,7128.90625,7128.90625,0,0,7134.263298,5.357048,7134.263298,0,7128.90625,7128.90625,7128.90625,0,-35.75,-0.027136,0,0,0,0,0,0,0,USD,CBT     18032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 5YR,11spaces, 
63213093,5634,MX 3.1,63213093,0,B,USD,CBT TNOTE 5YR,DEAD,IRD,LFUT,   ,BBBBHK FITRA,9472.65625,9472.65625,0,0,9479.738213,7.081963,9479.738213,0,9472.65625,9472.65625,24316.40625,0,-35.75,-0.027136,0,0,0,0,0,0,0,USD,CBT     18032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 5YR,11spaces, 
66322771,5623,MX 2.1,66322771,0,B,USD,CBT TBOND 20YR,DEAD,IRD,LFUT,   ,BBBBHK FITRA,2656.25,2656.25,0,0,2656.859834,0.609834,2656.859834,0,2656.25,2656.25,2656.25,0,-14.3,-0.003448,0,0,0,0,0,0,0,USD,CBT     18717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TBOND 20YR,11spaces, 
66322771,5623,MX 3.1,66322771,0,B,USD,CBT TBOND 20YR,DEAD,IRD,LFUT,   ,BBBBHK FITRA,-4843.75,-4843.75,0,0,-4844.660108,-0.910108,-4844.660108,0,-4843.75,-4843.75,1562.5,0,-14.3,-0.003448,0,0,0,0,0,0,0,USD,CBT     18717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TBOND 20YR,11spaces, 
65083527,5667,MX 2.1,65083527,0,B,USD,CBT TNOTE 5YR,DEAD,IRD,LFUT,   ,BBBBHK IRDEXO CK,-5664.0625,-5664.0625,0,0,-5666.525568,-2.463068,-5666.525568,0,-5664.0625,-5664.0625,-5664.0625,0,-61.5,-0.027553,0,0,0,0,0,0,0,USD,CBT     18720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 5YR,11spaces, 
65083527,5667,MX 3.1,65083527,0,B,USD,CBT TNOTE 5YR,DEAD,IRD,LFUT,   ,BBBBHK IRDEXO CK,-13867.1875,-13867.1875,0,0,-13873.14561,-5.958108,-13873.14561,0,-13867.1875,-13867.1875,34179.6875,0,-61.5,-0.027553,0,0,0,0,0,0,0,USD,CBT     18720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 5YR,11spaces, 
65483676,5671,MX 2.1,65483676,0,S,USD,CBT TNOTE 5YR,DEAD,IRD,LFUT,   ,BBBBHK IRDEXO CK,-79101.5625,-79101.5625,0,0,-79128.42482,-26.862318,-79128.42482,0,-79101.5625,-79101.5625,-79101.5625,0,-61.5,-0.023528,0,0,0,0,0,0,0,USD,CBT     18720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 5YR,11spaces, 
65483676,5671,MX 3.1,65483676,0,S,USD,CBT TNOTE 5YR,DEAD,IRD,LFUT,   ,BBBBHK IRDEXO CK,-120507.8125,-120507.8125,0,0,-120547.4724,-39.659949,-120547.4724,0,-120507.8125,-120507.8125,-31835.9375,0,-61.5,-0.023528,0,0,0,0,0,0,0,USD,CBT     18720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 5YR,11spaces, 
65876800,5684,MX 2.1,65876800,0,B,USD,CBT TNOTE 5YR,DEAD,IRD,LFUT,   ,BBBBHK IRDEXO CK,-27539.0625,-27539.0625,0,0,-27547.27058,-8.208075,-27547.27058,0,-27539.0625,-27539.0625,-27539.0625,0,-61.5,-0.019529,0,0,0,0,0,0,0,USD,CBT     18720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 5YR,11spaces, 
65876800,5684,MX 3.1,65876800,0,B,USD,CBT TNOTE 5YR,DEAD,IRD,LFUT,   ,BBBBHK IRDEXO CK,-30664.0625,-30664.0625,0,0,-30673.17392,-9.111416,-30673.17392,0,-30664.0625,-30664.0625,-33789.0625,0,-61.5,-0.019529,0,0,0,0,0,0,0,USD,CBT     18720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 5YR,11spaces, 
64594090,5664,MX 2.1,64594090,0,S,USD,CBT TNOTE 5YR,DEAD,IRD,LFUT,   ,BBBBHK FITRA,4394.53125,4394.53125,0,0,4396.77414,2.24289,4396.77414,0,4394.53125,4394.53125,4394.53125,0,-35.75,-0.019022,0,0,0,0,0,0,0,USD,CBT     18720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 5YR,11spaces, 
64594090,5664,MX 3.1,64594090,0,S,USD,CBT TNOTE 5YR,DEAD,IRD,LFUT,   ,BBBBHK FITRA,13183.59375,13183.59375,0,0,13190.2689,6.67515,13190.2689,0,13183.59375,13183.59375,12792.96875,0,-35.75,-0.019022,0,0,0,0,0,0,0,USD,CBT     18720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 5YR,11spaces, 
67393013,5619,MX 2.1,67393013,0,S,USD,CBT TBOND 20YR,DEAD,IRD,LFUT,   ,BBBBHK FITRA,-4218.75,-4218.75,0,0,-4219.092852,-0.342852,-4219.092852,0,-4218.75,-4218.75,-4218.75,0,-14.3,-0.001311,0,0,0,0,0,0,0,USD,CBT     19028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TBOND 20YR,11spaces, 
67393013,5619,MX 3.1,67393013,0,S,USD,CBT TBOND 20YR,DEAD,IRD,LFUT,   ,BBBBHK FITRA,-10156.25,-10156.25,0,0,-10157.06622,-0.81622,-10157.06622,0,-10156.25,-10156.25,37343.75,0,-14.3,-0.001311,0,0,0,0,0,0,0,USD,CBT     19028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TBOND 20YR,11spaces, 
65703717,5679,MX 2.1,65703717,0,B,USD,CBT TNOTE 5YR,DEAD,IRD,LFUT,   ,BBBBHK IRD GL,15234.375,15234.375,0,0,15239.59577,5.220772,15239.59577,0,15234.375,15234.375,15234.375,0,-123,-0.042408,0,0,0,0,0,0,0,USD,CBT     18720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 5YR,11spaces, 
65703717,5679,MX 3.1,65703717,0,B,USD,CBT TNOTE 5YR,DEAD,IRD,LFUT,   ,BBBBHK IRD GL,-14453.125,-14453.125,0,0,-14457.52122,-4.396215,-14457.52122,0,-14453.125,-14453.125,-90039.0625,0,-123,-0.042408,0,0,0,0,0,0,0,USD,CBT     18720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 5YR,11spaces, 
65880503,5685,MX 2.1,65880503,0,S,USD,CBT TNOTE 5YR,DEAD,IRD,LFUT,   ,BBBBHK IRDEXO CK,33789.0625,33789.0625,0,0,33799.21532,10.152818,33799.21532,0,33789.0625,33789.0625,33789.0625,0,-61.5,-0.019529,0,0,0,0,0,0,0,USD,CBT     18720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 5YR,11spaces, 
65880503,5685,MX 3.1,65880503,0,S,USD,CBT TNOTE 5YR,DEAD,IRD,LFUT,   ,BBBBHK IRDEXO CK,36914.0625,36914.0625,0,0,36925.11866,11.056158,36925.11866,0,36914.0625,36914.0625,-30664.0625,0,-61.5,-0.019529,0,0,0,0,0,0,0,USD,CBT     18720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 5YR,11spaces, 
64610250,5665,MX 2.1,64610250,0,S,USD,CBT TNOTE 5YR,DEAD,IRD,LFUT,   ,BBBBHK FITRA,-119609.375,-119609.375,0,0,-119645.5673,-36.192278,-119645.5673,0,-119609.375,-119609.375,-119609.375,0,-286,-0.148122,0,0,0,0,0,0,0,USD,CBT     18720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 5YR,11spaces, 
64610250,5665,MX 3.1,64610250,0,S,USD,CBT TNOTE 5YR,DEAD,IRD,LFUT,   ,BBBBHK FITRA,-102031.25,-102031.25,0,0,-102059.4279,-28.177859,-102059.4279,0,-102031.25,-102031.25,13183.59375,0,-286,-0.148122,0,0,0,0,0,0,0,USD,CBT     18720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 5YR,11spaces, 
66322758,5622,MX 2.1,66322758,0,B,USD,CBT TBOND 20YR,DEAD,IRD,LFUT,   ,BBBBHK FITRA,156.25,156.25,0,0,156.303914,0.053914,156.303914,0,156.25,156.25,156.25,0,-14.3,-0.003448,0,0,0,0,0,0,0,USD,CBT     18717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TBOND 20YR,11spaces, 
66322758,5622,MX 3.1,66322758,0,B,USD,CBT TBOND 20YR,DEAD,IRD,LFUT,   ,BBBBHK FITRA,1562.5,1562.5,0,0,1562.859416,0.359416,1562.859416,0,1562.5,1562.5,3281.25,0,-14.3,-0.003448,0,0,0,0,0,0,0,USD,CBT     18717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TBOND 20YR,11spaces, 
65638198,5675,MX 2.1,65638198,0,S,USD,CBT TNOTE 5YR,DEAD,IRD,LFUT,   ,BBBBHK IRDEXO CK,-74023.4375,-74023.4375,0,0,-74048.02866,-24.59116,-74048.02866,0,-74023.4375,-74023.4375,-74023.4375,0,-61.5,-0.021785,0,0,0,0,0,0,0,USD,CBT     18720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 5YR,11spaces, 
65638198,5675,MX 3.1,65638198,0,S,USD,CBT TNOTE 5YR,DEAD,IRD,LFUT,   ,BBBBHK IRDEXO CK,-70898.4375,-70898.4375,0,0,-70922.12532,-23.687819,-70922.12532,0,-70898.4375,-70898.4375,36914.0625,0,-61.5,-0.021785,0,0,0,0,0,0,0,USD,CBT     18720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 5YR,11spaces, 
67162578,5617,MX 2.1,67162578,0,B,USD,CBT TBOND 20YR,DEAD,IRD,LFUT,   ,BBBBHK FITRA,28281.25,28281.25,0,0,28283.17525,1.925252,28283.17525,0,28281.25,28281.25,28281.25,0,-14.3,-0.001746,0,0,0,0,0,0,0,USD,CBT     19028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TBOND 20YR,11spaces, 
67162578,5617,MX 3.1,67162578,0,B,USD,CBT TBOND 20YR,DEAD,IRD,LFUT,   ,BBBBHK FITRA,34531.25,34531.25,0,0,34533.48515,2.235154,34533.48515,0,34531.25,34531.25,16093.75,0,-14.3,-0.001746,0,0,0,0,0,0,0,USD,CBT     19028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TBOND 20YR,11spaces, 
65880627,5631,MX 2.1,65880627,0,B,USD,CBT TNOTE 5YR,DEAD,IRD,LFUT,   ,BBBBHK IRDEXO CK,-11914.0625,-11914.0625,0,0,-11917.40872,-3.346218,-11917.40872,0,-11914.0625,-11914.0625,-11914.0625,0,-61.5,-0.019529,0,0,0,0,0,0,0,USD,CBT     18720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 5YR,11spaces, 
65880627,5631,MX 3.1,65880627,0,B,USD,CBT TNOTE 5YR,DEAD,IRD,LFUT,   ,BBBBHK IRDEXO CK,-15039.0625,-15039.0625,0,0,-15043.31206,-4.249559,-15043.31206,0,-15039.0625,-15039.0625,-22070.3125,0,-61.5,-0.019529,0,0,0,0,0,0,0,USD,CBT     18720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 5YR,11spaces, 
64553803,5662,MX 2.1,64553803,0,B,USD,CBT TNOTE 5YR,DEAD,IRD,LFUT,   ,BBBBHK FITRA,-11601.5625,-11601.5625,0,0,-11607.46956,-5.907056,-11607.46956,0,-11601.5625,-11601.5625,-11601.5625,0,-128.7,-0.068479,0,0,0,0,0,0,0,USD,CBT     18720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 5YR,11spaces, 
64553803,5662,MX 3.1,64553803,0,B,USD,CBT TNOTE 5YR,DEAD,IRD,LFUT,   ,BBBBHK FITRA,-43242.1875,-43242.1875,0,0,-43264.05069,-21.863191,-43264.05069,0,-43242.1875,-43242.1875,41132.8125,0,-128.7,-0.068479,0,0,0,0,0,0,0,USD,CBT     18720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 5YR,11spaces, 
63362539,5640,MX 2.1,63362539,0,S,USD,CBT TNOTE 5YR,DEAD,IRD,LFUT,   ,BBBBHK FITRA,-6738.28125,-6738.28125,0,0,-6742.033427,-3.752177,-6742.033427,0,-6738.28125,-6738.28125,-6738.28125,0,-35.75,-0.026311,0,0,0,0,0,0,0,USD,CBT     18032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 5YR,11spaces, 
63362539,5640,MX 3.1,63362539,0,S,USD,CBT TNOTE 5YR,DEAD,IRD,LFUT,   ,BBBBHK FITRA,-5175.78125,-5175.78125,0,0,-5178.597168,-2.815918,-5178.597168,0,-5175.78125,-5175.78125,-5761.71875,0,-35.75,-0.026311,0,0,0,0,0,0,0,USD,CBT     18032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 5YR,11spaces, 
65880611,5688,MX 2.1,65880611,0,B,USD,CBT TNOTE 5YR,DEAD,IRD,LFUT,   ,BBBBHK IRDEXO CK,-24414.0625,-24414.0625,0,0,-24421.2982,-7.235704,-24421.2982,0,-24414.0625,-24414.0625,-24414.0625,0,-61.5,-0.019529,0,0,0,0,0,0,0,USD,CBT     18720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 5YR,11spaces, 
65880611,5688,MX 3.1,65880611,0,B,USD,CBT TNOTE 5YR,DEAD,IRD,LFUT,   ,BBBBHK IRDEXO CK,-27539.0625,-27539.0625,0,0,-27547.20154,-8.139044,-27547.20154,0,-27539.0625,-27539.0625,-33398.4375,0,-61.5,-0.019529,0,0,0,0,0,0,0,USD,CBT     18720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 5YR,11spaces, 
65834914,5694,MX 2.1,65834914,0,B,USD,CBT TBOND 20YR,DEAD,IRD,LFUT,   ,BBBBHK FITRA,3281.25,3281.25,0,0,3282.517417,1.267417,3282.517417,0,3281.25,3281.25,3281.25,0,-14.3,-0.004632,0,0,0,0,0,0,0,USD,CBT     18717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TBOND 20YR,11spaces, 
65834914,5694,MX 3.1,65834914,0,B,USD,CBT TBOND 20YR,DEAD,IRD,LFUT,   ,BBBBHK FITRA,6718.75,6718.75,0,0,6721.011092,2.261092,6721.011092,0,6718.75,6718.75,-4296.875,0,-14.3,-0.004632,0,0,0,0,0,0,0,USD,CBT     18717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TBOND 20YR,11spaces, 
66987668,5605,MX 2.1,66987668,0,S,USD,CBT TBOND 20YR,DEAD,IRD,LFUT,   ,BBBBHK FITRA,-781.25,-781.25,0,0,-781.362313,-0.112313,-781.362313,0,-781.25,-781.25,-781.25,0,-14.3,-0.002086,0,0,0,0,0,0,0,USD,CBT     18717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TBOND 20YR,11spaces, 
66987668,5605,MX 3.1,66987668,0,S,USD,CBT TBOND 20YR,DEAD,IRD,LFUT,   ,BBBBHK FITRA,-8281.25,-8281.25,0,0,-8282.384255,-1.134255,-8282.384255,0,-8281.25,-8281.25,-8906.25,0,-14.3,-0.002086,0,0,0,0,0,0,0,USD,CBT     18717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TBOND 20YR,11spaces, 
63327686,5635,MX 2.1,63327686,0,B,USD,CBT TNOTE 5YR,DEAD,IRD,LFUT,   ,BBBBHK FITRA,292.96875,292.96875,0,0,293.134199,0.165449,293.134199,0,292.96875,292.96875,292.96875,0,-35.75,-0.02649,0,0,0,0,0,0,0,USD,CBT     18032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 5YR,11spaces, 
63327686,5635,MX 3.1,63327686,0,B,USD,CBT TNOTE 5YR,DEAD,IRD,LFUT,   ,BBBBHK FITRA,1367.1875,1367.1875,0,0,1368.093817,0.906317,1368.093817,0,1367.1875,1367.1875,9472.65625,0,-35.75,-0.02649,0,0,0,0,0,0,0,USD,CBT     18032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 5YR,11spaces, 
65880614,5630,MX 2.1,65880614,0,B,USD,CBT TNOTE 5YR,DEAD,IRD,LFUT,   ,BBBBHK IRDEXO CK,-18945.3125,-18945.3125,0,0,-18950.84655,-5.534054,-18950.84655,0,-18945.3125,-18945.3125,-18945.3125,0,-61.5,-0.019529,0,0,0,0,0,0,0,USD,CBT     18720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 5YR,11spaces, 
65880614,5630,MX 3.1,65880614,0,B,USD,CBT TNOTE 5YR,DEAD,IRD,LFUT,   ,BBBBHK IRDEXO CK,-22070.3125,-22070.3125,0,0,-22076.74989,-6.437394,-22076.74989,0,-22070.3125,-22070.3125,156.25,0,-61.5,-0.019529,0,0,0,0,0,0,0,USD,CBT     18720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 5YR,11spaces, 
67004904,5609,MX 2.1,67004904,0,S,USD,CBT TBOND 20YR,DEAD,IRD,LFUT,   ,BBBBHK FITRA,-16406.25,-16406.25,0,0,-16408.27015,-2.02015,-16408.27015,0,-16406.25,-16406.25,-16406.25,0,-14.3,-0.002086,0,0,0,0,0,0,0,USD,CBT     18717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TBOND 20YR,11spaces, 
67004904,5609,MX 3.1,67004904,0,S,USD,CBT TBOND 20YR,DEAD,IRD,LFUT,   ,BBBBHK FITRA,-7031.25,-7031.25,0,0,-7032.181548,-0.931548,-7032.181548,0,-7031.25,-7031.25,-8593.75,0,-14.3,-0.002086,0,0,0,0,0,0,0,USD,CBT     18717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USD,3spaces,0,0,CBT TBOND 20YR,11spaces, 
65083421,5666,MX 2.1,65083421,0,S,USD,CBT TNOTE 5YR,DEAD,IRD,LFUT,   ,BBBBHK IRDEXO CK,25976.5625,25976.5625,0,0,25988.02993,11.46743,25988.02993,0,25976.5625,25976.5625,25976.5625,0,-61.5,-0.027553,0,0,0,0,0,0,0,USD,CBT     18720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 5YR,11spaces, 
65083421,5666,MX 3.1,65083421,0,S,USD,CBT TNOTE 5YR,DEAD,IRD,LFUT,   ,BBBBHK IRDEXO CK,34179.6875,34179.6875,0,0,34194.64997,14.96247,34194.64997,0,34179.6875,34179.6875,-102031.25,0,-61.5,-0.027553,0,0,0,0,0,0,0,USD,CBT     18720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 5YR,11spaces, 
67393032,5620,MX 2.1,67393032,0,S,USD,CBT TBOND 20YR,DEAD,IRD,LFUT,   ,BBBBHK FITRA,-1406.25,-1406.25,0,0,-1406.345185,-0.095185,-1406.345185,0,-1406.25,-1406.25,-1406.25,0,-14.3,-0.001311,0,0,0,0,0,0,0,USD,CBT     19028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TBOND 20YR,11spaces, 
67393032,5620,MX 3.1,67393032,0,S,USD,CBT TBOND 20YR,DEAD,IRD,LFUT,   ,BBBBHK FITRA,-7343.75,-7343.75,0,0,-7344.318554,-0.568554,-7344.318554,0,-7343.75,-7343.75,-10156.25,0,-14.3,-0.001311,0,0,0,0,0,0,0,USD,CBT     19028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TBOND 20YR,11spaces, 
64304300,5657,MX 2.1,64304300,0,B,USD,CBT TNOTE 5YR,DEAD,IRD,LFUT,   ,BBBBHK FITRA,-1855.46875,-1855.46875,0,0,-1856.527332,-1.058582,-1856.527332,0,-1855.46875,-1855.46875,-1855.46875,0,-35.75,-0.020507,0,0,0,0,0,0,0,USD,CBT     18032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 5YR,11spaces, 
64304300,5657,MX 3.1,64304300,0,B,USD,CBT TNOTE 5YR,DEAD,IRD,LFUT,   ,BBBBHK FITRA,-9355.46875,-9355.46875,0,0,-9360.45218,-4.98343,-9360.45218,0,-9355.46875,-9355.46875,10644.53125,0,-35.75,-0.020507,0,0,0,0,0,0,0,USD,CBT     18032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 5YR,11spaces, 
65834920,5695,MX 2.1,65834920,0,B,USD,CBT TBOND 20YR,DEAD,IRD,LFUT,   ,BBBBHK FITRA,3906.25,3906.25,0,0,3907.715886,1.465886,3907.715886,0,3906.25,3906.25,3906.25,0,-14.3,-0.004632,0,0,0,0,0,0,0,USD,CBT     18717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TBOND 20YR,11spaces, 
65834920,5695,MX 3.1,65834920,0,B,USD,CBT TBOND 20YR,DEAD,IRD,LFUT,   ,BBBBHK FITRA,7343.75,7343.75,0,0,7346.20956,2.45956,7346.20956,0,7343.75,7343.75,6718.75,0,-14.3,-0.004632,0,0,0,0,0,0,0,USD,CBT     18717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TBOND 20YR,11spaces, 
67004865,5606,MX 2.1,67004865,0,B,USD,CBT TBOND 20YR,DEAD,IRD,LFUT,   ,BBBBHK FITRA,22656.25,22656.25,0,0,22659.16865,2.918651,22659.16865,0,22656.25,22656.25,22656.25,0,-14.3,-0.002086,0,0,0,0,0,0,0,USD,CBT     18717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TBOND 20YR,11spaces, 
67004865,5606,MX 3.1,67004865,0,B,USD,CBT TBOND 20YR,DEAD,IRD,LFUT,   ,BBBBHK FITRA,13281.25,13281.25,0,0,13283.08005,1.830048,13283.08005,0,13281.25,13281.25,-8281.25,0,-14.3,-0.002086,0,0,0,0,0,0,0,USD,CBT     18717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USD,3spaces,0,0,CBT TBOND 20YR,11spaces, 
66390833,5629,MX 2.1,66390833,0,B,USD,CBT TBOND 20YR,DEAD,IRD,LFUT,   ,BBBBHK FITRA,7656.25,7656.25,0,0,7657.978078,1.728078,7657.978078,0,7656.25,7656.25,7656.25,0,-14.3,-0.003246,0,0,0,0,0,0,0,USD,CBT     18717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TBOND 20YR,11spaces, 
66390833,5629,MX 3.1,66390833,0,B,USD,CBT TBOND 20YR,DEAD,IRD,LFUT,   ,BBBBHK FITRA,156.25,156.25,0,0,156.458135,0.208135,156.458135,0,156.25,156.25,-1093.75,0,-14.3,-0.003246,0,0,0,0,0,0,0,USD,CBT     18717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TBOND 20YR,11spaces, 
63430013,5642,MX 2.1,63430013,0,S,USD,CBT TNOTE 5YR,DEAD,IRD,LFUT,   ,BBBBHK FITRA,-17089.84375,-17089.84375,0,0,-17100.15115,-10.307398,-17100.15115,0,-17089.84375,-17089.84375,-17089.84375,0,-35.75,-0.025983,0,0,0,0,0,0,0,USD,CBT     18032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3spaces,3spaces,0,0,CBT TNOTE 5YR,11spaces, 
