Key Values_;_LineNumber_;_SourceName_;_M_NB_;_M_QTY_INDEX_;_M_TP_BUY_;_CURRENCY_;_INSTRUMENT_;_TRN_STATUS_;_TRN_FMLY_;_TRN_GRP_;_TRN_TYPE_;_PORTFOLIO_;_M_PL_CGR2_;_M_PL_CGRA2_;_M_PL_CGU2_;_M_PL_CGUA2_;_M_PL_CSFCP2_;_M_PL_CSFI2_;_M_PL_CSFR2_;_M_PL_CSFRV2_;_M_PL_CSNF2_;_M_PL_CSNFCP2_;_M_PL_CSNFR2_;_M_PL_CSNFRV2_;_M_PL_FE2_;_M_PL_FEFI2_;_M_PL_FMV2_;_M_PL_FMVCL2_;_M_PL_FPFCP2_;_M_PL_FPFRV2_;_M_PL_FPNFCP2_;_M_PL_FPNFRV2_;_M_PL_FTFI2_;_M_PL_INSCUR_;_M_PL_KEY1_;_M_PL_MVFCP2_;_M_PL_MVFRV2_;_M_PL_MVNFCP2_;_M_PL_MVNFRV2_;_M_PL_NFMV2_;_M_PL_NFMVCL2_;_M_PL_RVR2_;_M_PL_RVRA2_;_M_PL_RVU2_;_M_PL_RVUA2_;_M_PLIRDACC12_;_M_PLIRDACC22_;_M_PLIRDACS12_;_M_PLIRDACS22_;_M_PLIRDCUR1_;_M_PLIRDCUR2_;_M_PLIRDFPV12_;_M_PLIRDFPV22_;_M_RSKSECTION_;_M_TP_TYPE
63410498_;_2265_;_MX 2.1_;_63410498_;_0_;_B_;_IN1_;_IN1 OIS 6M-SIN_;_LIVE_;_IRD_;_IRS_;_5spaces_;_BBBBSG AMM ACS_;_0_;_0_;_-15786019.32_;_-15786019.32_;_-16836209.05_;_-43623.81311_;_0_;_0_;_-16792585.24_;_-16792585.24_;_0_;_0_;_-74550.45986_;_-110.454624_;_1006130.11_;_1006130.11_;_0_;_0_;_0_;_0_;_-435.812912_;_IN1_;_30spaces_;_1006130.11_;_0_;_1006565.923_;_0_;_1006565.923_;_1006565.923_;_0_;_0_;_0_;_0_;_19376575.34_;_-21017910.74_;_19376575.34_;_-21017910.74_;_IN1_;_IN1_;_80053760.72_;_-79047630.61_;_20spaces_;_11spaces_;_ 
63410498_;_2265_;_MX 3.1_;_63410498_;_0_;_B_;_IN1_;_IN1 OIS 6M-SIN_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_BBBBSG AMM ACS_;_0_;_0_;_-13875593.63_;_-13875593.63_;_-16836209.05_;_-43623.81311_;_0_;_0_;_-16792585.24_;_-16792585.24_;_0_;_0_;_-74550.45986_;_-110.454624_;_2915728.637_;_0_;_0_;_0_;_0_;_0_;_-1262.970042_;_IN1_;_30spaces_;_2915728.637_;_0_;_2916991.607_;_0_;_2916991.607_;_0_;_0_;_0_;_0_;_0_;_19376575.34_;_-21017910.74_;_19376575.34_;_-21017910.74_;_IN1_;_IN1_;_80053760.72_;_-77138032.09_;_20spaces_;_11spaces_;_ 
67417997_;_2357_;_MX 2.1_;_67417997_;_0_;_S_;_IN1_;_IN1 OIS 6M-SIN_;_LIVE_;_IRD_;_IRS_;_5spaces_;_BBBBSG AMM ACS_;_0_;_0_;_20280723.92_;_20280723.92_;_21814466.74_;_33246.81868_;_0_;_0_;_21781219.93_;_21781219.93_;_0_;_0_;_0_;_0_;_-1499846.334_;_-1499846.334_;_0_;_0_;_0_;_0_;_649.669851_;_IN1_;_30spaces_;_-1499846.334_;_0_;_-1500496.004_;_0_;_-1500496.004_;_-1500496.004_;_0_;_0_;_0_;_0_;_-2859912.33_;_3282912.8_;_-2859912.33_;_3282912.8_;_IN1_;_IN1_;_-112301294.1_;_110801447.8_;_20spaces_;_11spaces_;_ 
67417997_;_2357_;_MX 3.1_;_67417997_;_0_;_S_;_IN1_;_IN1 OIS 6M-SIN_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_BBBBSG AMM ACS_;_0_;_0_;_16727614.35_;_16727614.35_;_21814466.74_;_33246.81868_;_0_;_0_;_21781219.93_;_21781219.93_;_0_;_0_;_0_;_0_;_-5051417.519_;_0_;_0_;_0_;_0_;_0_;_2188.059929_;_IN1_;_30spaces_;_-5051417.519_;_0_;_-5053605.579_;_0_;_-5053605.579_;_0_;_0_;_0_;_0_;_0_;_-2859912.33_;_3282912.8_;_-2859912.33_;_3282912.8_;_IN1_;_IN1_;_-112301294.1_;_107249876.6_;_20spaces_;_11spaces_;_ 
67614419_;_2342_;_MX 2.1_;_67614419_;_0_;_B_;_IN1_;_IN1 OIS 6M-SIN_;_LIVE_;_IRD_;_IRS_;_5spaces_;_BBBBSG AMM MNR_;_0_;_0_;_-37229819.88_;_-37229819.88_;_-39078992.65_;_-45202.54718_;_0_;_0_;_-39033790.1_;_-39033790.1_;_0_;_0_;_-163643.1853_;_-519.046421_;_1803189.156_;_1803189.156_;_0_;_0_;_0_;_0_;_-781.065101_;_IN1_;_30spaces_;_1803189.156_;_0_;_1803970.221_;_0_;_1803970.221_;_1803970.221_;_0_;_0_;_0_;_0_;_3717863.01_;_-4365252.1_;_3717863.01_;_-4365252.1_;_IN1_;_IN1_;_257997725.7_;_-256194536.6_;_20spaces_;_11spaces_;_ 
67614419_;_2342_;_MX 3.1_;_67614419_;_0_;_B_;_IN1_;_IN1 OIS 6M-SIN_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_BBBBSG AMM MNR_;_0_;_0_;_-29367316.03_;_-29367316.03_;_-39078992.65_;_-45202.54718_;_0_;_0_;_-39033790.1_;_-39033790.1_;_0_;_0_;_-163643.1853_;_-519.046421_;_9662288.779_;_0_;_0_;_0_;_0_;_0_;_-4185.293894_;_IN1_;_30spaces_;_9662288.779_;_0_;_9666474.073_;_0_;_9666474.073_;_0_;_0_;_0_;_0_;_0_;_3717863.01_;_-4365252.1_;_3717863.01_;_-4365252.1_;_IN1_;_IN1_;_257997725.7_;_-248335437_;_20spaces_;_11spaces_;_ 
67825600_;_2332_;_MX 2.1_;_67825600_;_0_;_B_;_IN1_;_IN1 OIS 6M-SIN_;_LIVE_;_IRD_;_IRS_;_5spaces_;_BBBBSG AMM NDOIS_;_0_;_0_;_17414909.79_;_17414909.79_;_16181227.62_;_36180.72714_;_0_;_0_;_16145046.89_;_16145046.89_;_0_;_0_;_-35680.31478_;_-270.405202_;_1269313.083_;_1269313.083_;_0_;_0_;_0_;_0_;_-549.812619_;_IN1_;_30spaces_;_1269313.083_;_0_;_1269862.895_;_0_;_1269862.895_;_1269862.895_;_0_;_0_;_0_;_0_;_-140136.99_;_177096.57_;_-140136.99_;_177096.57_;_IN1_;_IN1_;_-8184330.6_;_9453643.68_;_20spaces_;_11spaces_;_ 
67825600_;_2332_;_MX 3.1_;_67825600_;_0_;_B_;_IN1_;_IN1 OIS 6M-SIN_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_BBBBSG AMM NDOIS_;_0_;_0_;_16944909.88_;_16944909.88_;_16181227.62_;_36180.72714_;_0_;_0_;_16145046.89_;_16145046.89_;_0_;_0_;_-35680.31478_;_-270.405202_;_799516.6708_;_0_;_0_;_0_;_0_;_0_;_-346.316729_;_IN1_;_30spaces_;_799516.6708_;_0_;_799862.9875_;_0_;_799862.9875_;_0_;_0_;_0_;_0_;_0_;_-140136.99_;_177096.57_;_-140136.99_;_177096.57_;_IN1_;_IN1_;_-8184330.6_;_8983847.27_;_20spaces_;_11spaces_;_ 
65940825_;_2321_;_MX 2.1_;_65940825_;_0_;_B_;_IN1_;_IN1 OIS 6M-SIN_;_LIVE_;_IRD_;_IRS_;_5spaces_;_BBBBSG AMM NDOIS_;_0_;_0_;_9981868.802_;_9981868.802_;_14885245.77_;_25777.67686_;_0_;_0_;_14859468.1_;_14859468.1_;_0_;_0_;_-80624.24969_;_0_;_-4875487.441_;_-4875487.441_;_0_;_0_;_0_;_0_;_2111.854477_;_IN1_;_30spaces_;_-4875487.441_;_0_;_-4877599.295_;_0_;_-4877599.295_;_-4877599.295_;_0_;_0_;_0_;_0_;_-9626400_;_10419889.22_;_-9626400_;_10419889.22_;_IN1_;_IN1_;_-109720362.6_;_104844875.1_;_20spaces_;_11spaces_;_ 
65940825_;_2321_;_MX 3.1_;_65940825_;_0_;_B_;_IN1_;_IN1 OIS 6M-SIN_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_BBBBSG AMM NDOIS_;_0_;_0_;_7084862.391_;_7084862.391_;_14885245.77_;_25777.67686_;_0_;_0_;_14859468.1_;_14859468.1_;_0_;_0_;_-80624.24969_;_0_;_-7771239.535_;_0_;_0_;_0_;_0_;_0_;_3366.171528_;_IN1_;_30spaces_;_-7771239.535_;_0_;_-7774605.707_;_0_;_-7774605.707_;_0_;_0_;_0_;_0_;_0_;_-9626400_;_10419889.22_;_-9626400_;_10419889.22_;_IN1_;_IN1_;_-109720362.6_;_101949123_;_20spaces_;_11spaces_;_ 
67035279_;_2374_;_MX 2.1_;_67035279_;_0_;_B_;_IN1_;_IN1 OIS 6M-SIN_;_LIVE_;_IRD_;_IRS_;_5spaces_;_BBBBSG AMM ACS_;_0_;_0_;_12327902.26_;_12327902.26_;_17240306.47_;_26694.78132_;_0_;_0_;_17213611.69_;_17213611.69_;_0_;_0_;_-76720.32871_;_-100.871941_;_-4883594.066_;_-4883594.066_;_0_;_0_;_0_;_0_;_2115.365924_;_IN1_;_30spaces_;_-4883594.066_;_0_;_-4885709.431_;_0_;_-4885709.431_;_-4885709.431_;_0_;_0_;_0_;_0_;_-4782356.16_;_5245678.39_;_-4782356.16_;_5245678.39_;_IN1_;_IN1_;_-116390425.4_;_111506831.3_;_20spaces_;_11spaces_;_ 
67035279_;_2374_;_MX 3.1_;_67035279_;_0_;_B_;_IN1_;_IN1 OIS 6M-SIN_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_BBBBSG AMM ACS_;_0_;_0_;_8774792.686_;_8774792.686_;_17240306.47_;_26694.78132_;_0_;_0_;_17213611.69_;_17213611.69_;_0_;_0_;_-76720.32871_;_-100.871941_;_-8435165.25_;_0_;_0_;_0_;_0_;_0_;_3653.756002_;_IN1_;_30spaces_;_-8435165.25_;_0_;_-8438819.006_;_0_;_-8438819.006_;_0_;_0_;_0_;_0_;_0_;_-4782356.16_;_5245678.39_;_-4782356.16_;_5245678.39_;_IN1_;_IN1_;_-116390425.4_;_107955260.2_;_20spaces_;_11spaces_;_ 
67492413_;_2360_;_MX 2.1_;_67492413_;_0_;_B_;_IN1_;_IN1 OIS 6M-SIN_;_LIVE_;_IRD_;_IRS_;_5spaces_;_BBBBSG AMM NDOIS_;_0_;_0_;_-35200089.68_;_-35200089.68_;_-32515580.13_;_-72069.20483_;_0_;_0_;_-32443510.92_;_-32443510.92_;_0_;_0_;_-70602.81756_;_-542.705108_;_-2755385.236_;_-2755385.236_;_0_;_0_;_0_;_0_;_1193.516078_;_IN1_;_30spaces_;_-2755385.236_;_0_;_-2756578.752_;_0_;_-2756578.752_;_-2756578.752_;_0_;_0_;_0_;_0_;_1583561.64_;_-1970448.55_;_1583561.64_;_-1970448.55_;_IN1_;_IN1_;_16368018.72_;_-19123403.96_;_20spaces_;_11spaces_;_ 
67492413_;_2360_;_MX 3.1_;_67492413_;_0_;_B_;_IN1_;_IN1 OIS 6M-SIN_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_BBBBSG AMM NDOIS_;_0_;_0_;_-34260089.86_;_-34260089.86_;_-32515580.13_;_-72069.20483_;_0_;_0_;_-32443510.92_;_-32443510.92_;_0_;_0_;_-70602.81756_;_-542.705108_;_-1815792.412_;_0_;_0_;_0_;_0_;_0_;_786.524298_;_IN1_;_30spaces_;_-1815792.412_;_0_;_-1816578.937_;_0_;_-1816578.937_;_0_;_0_;_0_;_0_;_0_;_1583561.64_;_-1970448.55_;_1583561.64_;_-1970448.55_;_IN1_;_IN1_;_16368018.72_;_-18183811.13_;_20spaces_;_11spaces_;_ 
67089579_;_2376_;_MX 2.1_;_67089579_;_0_;_B_;_IN1_;_IN1 OIS 6M-SIN_;_LIVE_;_IRD_;_IRS_;_5spaces_;_BBBBSG AMM MNR_;_0_;_0_;_15139389.81_;_15139389.81_;_18682799.8_;_28969.57022_;_0_;_0_;_18653830.23_;_18653830.23_;_0_;_0_;_-84386.15473_;_-333.007132_;_-3512918.77_;_-3512918.77_;_0_;_0_;_0_;_0_;_1521.647491_;_IN1_;_30spaces_;_-3512918.77_;_0_;_-3514440.417_;_0_;_-3514440.417_;_-3514440.417_;_0_;_0_;_0_;_0_;_-4245046.58_;_4723218.74_;_-4245046.58_;_4723218.74_;_IN1_;_IN1_;_-113024255.9_;_109511337.1_;_20spaces_;_11spaces_;_ 
67089579_;_2376_;_MX 3.1_;_67089579_;_0_;_B_;_IN1_;_IN1 OIS 6M-SIN_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_BBBBSG AMM MNR_;_0_;_0_;_11638531.85_;_11638531.85_;_18682799.8_;_28969.57022_;_0_;_0_;_18653830.23_;_18653830.23_;_0_;_0_;_-84386.15473_;_-333.007132_;_-7012260.967_;_0_;_0_;_0_;_0_;_0_;_3037.414186_;_IN1_;_30spaces_;_-7012260.967_;_0_;_-7015298.381_;_0_;_-7015298.381_;_0_;_0_;_0_;_0_;_0_;_-4245046.58_;_4723218.74_;_-4245046.58_;_4723218.74_;_IN1_;_IN1_;_-113024255.9_;_106011994.9_;_20spaces_;_11spaces_;_ 
67035319_;_2375_;_MX 2.1_;_67035319_;_0_;_B_;_IN1_;_IN1 OIS 6M-SIN_;_LIVE_;_IRD_;_IRS_;_5spaces_;_BBBBSG AMM NDOIS_;_0_;_0_;_46323493.95_;_46323493.95_;_42562159.14_;_103197.1251_;_0_;_0_;_42458962.02_;_42458962.02_;_0_;_0_;_-81495.10197_;_-637.073436_;_3862858.706_;_3862858.706_;_0_;_0_;_0_;_0_;_-1673.226637_;_IN1_;_30spaces_;_3862858.706_;_0_;_3864531.933_;_0_;_3864531.933_;_3864531.933_;_0_;_0_;_0_;_0_;_-3350630.14_;_4242828.11_;_-3350630.14_;_4242828.11_;_IN1_;_IN1_;_-17377676.52_;_21240535.22_;_20spaces_;_11spaces_;_ 
67035319_;_2375_;_MX 3.1_;_67035319_;_0_;_B_;_IN1_;_IN1 OIS 6M-SIN_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_BBBBSG AMM NDOIS_;_0_;_0_;_45622298.3_;_45622298.3_;_42562159.14_;_103197.1251_;_0_;_0_;_42458962.02_;_42458962.02_;_0_;_0_;_-81495.10197_;_-637.073436_;_3161966.647_;_0_;_0_;_0_;_0_;_0_;_-1369.629909_;_IN1_;_30spaces_;_3161966.647_;_0_;_3163336.277_;_0_;_3163336.277_;_0_;_0_;_0_;_0_;_0_;_-3350630.14_;_4242828.11_;_-3350630.14_;_4242828.11_;_IN1_;_IN1_;_-17377676.52_;_20539643.16_;_20spaces_;_11spaces_;_ 
67313705_;_2351_;_MX 2.1_;_67313705_;_0_;_B_;_IN1_;_IN1 OIS 6M-SIN_;_LIVE_;_IRD_;_IRS_;_5spaces_;_BBBBSG AMM NDOIS_;_0_;_0_;_-81878680.01_;_-81878680.01_;_-75480793.58_;_-179974.2342_;_0_;_0_;_-75300819.34_;_-75300819.34_;_0_;_0_;_-141785.3613_;_-1100.562575_;_-6575012.654_;_-6575012.654_;_0_;_0_;_0_;_0_;_2848.016753_;_IN1_;_30spaces_;_-6575012.654_;_0_;_-6577860.671_;_0_;_-6577860.671_;_-6577860.671_;_0_;_0_;_0_;_0_;_4339726.03_;_-5495276.46_;_4339726.03_;_-5495276.46_;_IN1_;_IN1_;_31819401.94_;_-38394414.6_;_20spaces_;_11spaces_;_ 
67313705_;_2351_;_MX 3.1_;_67313705_;_0_;_B_;_IN1_;_IN1 OIS 6M-SIN_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_BBBBSG AMM NDOIS_;_0_;_0_;_-79998680.38_;_-79998680.38_;_-75480793.58_;_-179974.2342_;_0_;_0_;_-75300819.34_;_-75300819.34_;_0_;_0_;_-141785.3613_;_-1100.562575_;_-4695827.006_;_0_;_0_;_0_;_0_;_0_;_2034.033193_;_IN1_;_30spaces_;_-4695827.006_;_0_;_-4697861.039_;_0_;_-4697861.039_;_0_;_0_;_0_;_0_;_0_;_4339726.03_;_-5495276.46_;_4339726.03_;_-5495276.46_;_IN1_;_IN1_;_31819401.94_;_-36515228.95_;_20spaces_;_11spaces_;_ 
67252070_;_2384_;_MX 2.1_;_67252070_;_0_;_S_;_IN1_;_IN1 OIS 6M-SIN_;_LIVE_;_IRD_;_IRS_;_5spaces_;_BBBBSG AMM ACS_;_0_;_0_;_20333258.36_;_20333258.36_;_21548894.8_;_33486.27134_;_0_;_0_;_21515408.53_;_21515408.53_;_0_;_0_;_0_;_0_;_-1181638.328_;_-1181638.328_;_0_;_0_;_0_;_0_;_511.835631_;_IN1_;_30spaces_;_-1181638.328_;_0_;_-1182150.164_;_0_;_-1182150.164_;_-1182150.164_;_0_;_0_;_0_;_0_;_-3618000_;_4127018.95_;_-3618000_;_4127018.95_;_IN1_;_IN1_;_-110515624.4_;_109333986.1_;_20spaces_;_11spaces_;_ 
67252070_;_2384_;_MX 3.1_;_67252070_;_0_;_S_;_IN1_;_IN1 OIS 6M-SIN_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_BBBBSG AMM ACS_;_0_;_0_;_16832400.4_;_16832400.4_;_21548894.8_;_33486.27134_;_0_;_0_;_21515408.53_;_21515408.53_;_0_;_0_;_0_;_0_;_-4680980.525_;_0_;_0_;_0_;_0_;_0_;_2027.602327_;_IN1_;_30spaces_;_-4680980.525_;_0_;_-4683008.127_;_0_;_-4683008.127_;_0_;_0_;_0_;_0_;_0_;_-3618000_;_4127018.95_;_-3618000_;_4127018.95_;_IN1_;_IN1_;_-110515624.4_;_105834643.9_;_20spaces_;_11spaces_;_ 
63266272_;_2300_;_MX 2.1_;_63266272_;_0_;_B_;_IN1_;_IN1 OIS 6M-SIN_;_LIVE_;_IRD_;_IRS_;_5spaces_;_BBBBSG AMM ACS_;_0_;_0_;_21357339.66_;_21357339.66_;_18762505.41_;_31400.45992_;_0_;_0_;_18731104.95_;_18731104.95_;_0_;_0_;_-74698.65535_;_-95.75481_;_2625097.625_;_2625097.625_;_0_;_0_;_0_;_0_;_-1137.081008_;_IN1_;_30spaces_;_2625097.625_;_0_;_2626234.706_;_0_;_2626234.706_;_2626234.706_;_0_;_0_;_0_;_0_;_-22694276.71_;_26243050.03_;_-22694276.71_;_26243050.03_;_IN1_;_IN1_;_-132653785.4_;_135278883_;_20spaces_;_11spaces_;_ 
63266272_;_2300_;_MX 3.1_;_63266272_;_0_;_B_;_IN1_;_IN1 OIS 6M-SIN_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_BBBBSG AMM ACS_;_0_;_0_;_17856481.69_;_17856481.69_;_18762505.41_;_31400.45992_;_0_;_0_;_18731104.95_;_18731104.95_;_0_;_0_;_-74698.65535_;_-95.75481_;_-874244.5718_;_0_;_0_;_0_;_0_;_0_;_378.685687_;_IN1_;_30spaces_;_-874244.5718_;_0_;_-874623.2575_;_0_;_-874623.2575_;_0_;_0_;_0_;_0_;_0_;_-22694276.71_;_26243050.03_;_-22694276.71_;_26243050.03_;_IN1_;_IN1_;_-132653785.4_;_131779540.8_;_20spaces_;_11spaces_;_ 
65784903_;_2313_;_MX 2.1_;_65784903_;_0_;_B_;_IN1_;_IN1 OIS 6M-SIN_;_LIVE_;_IRD_;_IRS_;_5spaces_;_BBBBSG AMM NDOIS_;_0_;_0_;_13395711.75_;_13395711.75_;_12128911.13_;_30270.85547_;_0_;_0_;_12098640.27_;_12098640.27_;_0_;_0_;_-36627.57977_;_-252.11048_;_1296509.887_;_1296509.887_;_0_;_0_;_0_;_0_;_-561.593121_;_IN1_;_30spaces_;_1296509.887_;_0_;_1297071.48_;_0_;_1297071.48_;_1297071.48_;_0_;_0_;_0_;_0_;_-3922945.21_;_4472421.15_;_-3922945.21_;_4472421.15_;_IN1_;_IN1_;_-17362243.88_;_18658753.76_;_20spaces_;_11spaces_;_ 
65784903_;_2313_;_MX 3.1_;_65784903_;_0_;_B_;_IN1_;_IN1 OIS 6M-SIN_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_BBBBSG AMM NDOIS_;_0_;_0_;_12925711.85_;_12925711.85_;_12128911.13_;_30270.85547_;_0_;_0_;_12098640.27_;_12098640.27_;_0_;_0_;_-36627.57977_;_-252.11048_;_826713.4749_;_0_;_0_;_0_;_0_;_0_;_-358.097231_;_IN1_;_30spaces_;_826713.4749_;_0_;_827071.5722_;_0_;_827071.5722_;_0_;_0_;_0_;_0_;_0_;_-3922945.21_;_4472421.15_;_-3922945.21_;_4472421.15_;_IN1_;_IN1_;_-17362243.88_;_18188957.35_;_20spaces_;_11spaces_;_ 
67491849_;_2358_;_MX 2.1_;_67491849_;_0_;_B_;_IN1_;_IN1 OIS 6M-SIN_;_LIVE_;_IRD_;_IRS_;_5spaces_;_BBBBSG AMM NDOIS_;_0_;_0_;_9461210.568_;_9461210.568_;_9331428.423_;_20225.27607_;_0_;_0_;_9311203.147_;_9311203.147_;_0_;_0_;_-35646.21324_;_-229.656586_;_149942.4723_;_149942.4723_;_0_;_0_;_0_;_0_;_-64.948723_;_IN1_;_30spaces_;_149942.4723_;_0_;_150007.421_;_0_;_150007.421_;_150007.421_;_0_;_0_;_0_;_0_;_-875616.44_;_985224.27_;_-875616.44_;_985224.27_;_IN1_;_IN1_;_-17786925.2_;_17936867.67_;_20spaces_;_11spaces_;_ 
67491849_;_2358_;_MX 3.1_;_67491849_;_0_;_B_;_IN1_;_IN1 OIS 6M-SIN_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_BBBBSG AMM NDOIS_;_0_;_0_;_8856180.333_;_8856180.333_;_9331428.423_;_20225.27607_;_0_;_0_;_9311203.147_;_9311203.147_;_0_;_0_;_-35646.21324_;_-229.656586_;_-454825.8026_;_0_;_0_;_0_;_0_;_0_;_197.011257_;_IN1_;_30spaces_;_-454825.8026_;_0_;_-455022.8138_;_0_;_-455022.8138_;_0_;_0_;_0_;_0_;_0_;_-875616.44_;_985224.27_;_-875616.44_;_985224.27_;_IN1_;_IN1_;_-17786925.2_;_17332099.4_;_20spaces_;_11spaces_;_ 
63073335_;_2387_;_MX 2.1_;_63073335_;_0_;_B_;_IN1_;_IN1 OIS 6M-SIN_;_LIVE_;_IRD_;_IRS_;_5spaces_;_BBBBSG AMM MNR_;_0_;_0_;_-70410409.63_;_-70410409.63_;_-54244005.23_;_-92102.00823_;_0_;_0_;_-54151903.22_;_-54151903.22_;_0_;_0_;_-158445.858_;_-605.955465_;_-16251466.97_;_-16251466.97_;_0_;_0_;_0_;_0_;_7039.446556_;_IN1_;_30spaces_;_-16251466.97_;_0_;_-16258506.41_;_0_;_-16258506.41_;_-16258506.41_;_0_;_0_;_0_;_0_;_75067232.88_;_-85926959.6_;_75067232.88_;_-85926959.6_;_IN1_;_IN1_;_150455698.3_;_-166707165.3_;_20spaces_;_11spaces_;_ 
63073335_;_2387_;_MX 3.1_;_63073335_;_0_;_B_;_IN1_;_IN1 OIS 6M-SIN_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_BBBBSG AMM MNR_;_0_;_0_;_-66462410.41_;_-66462410.41_;_-54244005.23_;_-92102.00823_;_0_;_0_;_-54151903.22_;_-54151903.22_;_0_;_0_;_-158445.858_;_-605.955465_;_-12305177.1_;_0_;_0_;_0_;_0_;_0_;_5330.081079_;_IN1_;_30spaces_;_-12305177.1_;_0_;_-12310507.19_;_0_;_-12310507.19_;_0_;_0_;_0_;_0_;_0_;_75067232.88_;_-85926959.6_;_75067232.88_;_-85926959.6_;_IN1_;_IN1_;_150455698.3_;_-162760875.4_;_20spaces_;_11spaces_;_ 
67614409_;_2347_;_MX 2.1_;_67614409_;_0_;_B_;_IN1_;_IN1 OIS 6M-SIN_;_LIVE_;_IRD_;_IRS_;_5spaces_;_BBBBSG AMM MNR_;_0_;_0_;_36954043.25_;_36954043.25_;_38789518.44_;_44867.71355_;_0_;_0_;_38744650.72_;_38744650.72_;_0_;_0_;_-159961.482_;_-507.368728_;_-1789832.199_;_-1789832.199_;_0_;_0_;_0_;_0_;_775.279433_;_IN1_;_30spaces_;_-1789832.199_;_0_;_-1790607.478_;_0_;_-1790607.478_;_-1790607.478_;_0_;_0_;_0_;_0_;_-3690323.29_;_4332916.9_;_-3690323.29_;_4332916.9_;_IN1_;_IN1_;_-256086631.5_;_254296799.3_;_20spaces_;_11spaces_;_ 
67614409_;_2347_;_MX 3.1_;_67614409_;_0_;_B_;_IN1_;_IN1 OIS 6M-SIN_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_BBBBSG AMM MNR_;_0_;_0_;_29149780.16_;_29149780.16_;_38789518.44_;_44867.71355_;_0_;_0_;_38744650.72_;_38744650.72_;_0_;_0_;_-159961.482_;_-507.368728_;_-9590716.27_;_0_;_0_;_0_;_0_;_0_;_4154.291717_;_IN1_;_30spaces_;_-9590716.27_;_0_;_-9594870.561_;_0_;_-9594870.561_;_0_;_0_;_0_;_0_;_0_;_-3690323.29_;_4332916.9_;_-3690323.29_;_4332916.9_;_IN1_;_IN1_;_-256086631.5_;_246495915.2_;_20spaces_;_11spaces_;_ 
65527651_;_2394_;_MX 2.1_;_65527651_;_0_;_S_;_KR1_;_KR1 KSDA 3M ND_;_LIVE_;_IRD_;_IRS_;_5spaces_;_BBBBSG MGT LEH2_;_0_;_0_;_2959949344_;_2959949344_;_1108315541_;_4349451.762_;_0_;_60427553.39_;_1164393643_;_1103531617_;_0_;_60862025.96_;_0_;_0_;_1855897948_;_1855897948_;_0_;_0_;_0_;_0_;_-519778.954_;_KR1_;_30spaces_;_1855897948_;_0_;_1856417727_;_0_;_1856417727_;_1856417727_;_0_;_0_;_60862025.96_;_60862025.96_;_80875.76_;_-34136.91_;_80875.76_;_-34136.91_;_KR1_;_KR1_;_3404215543_;_-1548317595_;_20spaces_;_11spaces_;_ 
65527651_;_2394_;_MX 3.1_;_65527651_;_0_;_S_;_KR1_;_KR1 KSDA 3M ND_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_BBBBSG MGT LEH2_;_0_;_0_;_2959949344_;_2959949344_;_1108315541_;_4349451.762_;_0_;_60427553.39_;_1164393643_;_1103531617_;_0_;_60862025.96_;_0_;_0_;_1855897948_;_0_;_0_;_0_;_0_;_0_;_-519778.954_;_KR1_;_30spaces_;_1855897948_;_0_;_1856417727_;_0_;_1856417727_;_0_;_0_;_0_;_60862025.96_;_60862025.96_;_80875.76_;_-34136.91_;_80875.76_;_-34136.91_;_KR1_;_KR1_;_3404215543_;_-1548317595_;_20spaces_;_11spaces_;_ 
67816743_;_2306_;_MX 2.1_;_67816743_;_0_;_S_;_HKD_;_HKD HIBOR 3M_;_LIVE_;_IRD_;_IRS_;_5spaces_;_BBBBSG AMM ALI_;_0_;_0_;_10567.9211_;_10567.9211_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_10567.83579_;_10567.83579_;_0_;_0_;_0_;_0_;_-0.085317_;_HKD_;_30spaces_;_10567.83579_;_0_;_10567.9211_;_0_;_10567.9211_;_10567.9211_;_0_;_0_;_0_;_0_;_7726.03_;_-3164.38_;_7726.03_;_-3164.38_;_HKD_;_HKD_;_1868259.52_;_-1857691.68_;_20spaces_;_11spaces_;_ 
